Company,TypeName,Ram,Weight,Touchscreen,Ips,ppi,Cpu_name,HDD,SSD,Hybrid,Flash_Storage,Gpu_brand,os,Price
Huawei,Notebook,4,2.76,0,1,234.98,Other Intel Processor,0.0,128.0,0.0,0.0,Intel,Mac,60708.14
Acer,Ultrabook,16,1.01,0,0,97.94,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Others/No OS/Linux,109445.56
HP,Notebook,16,1.97,0,0,143.05,Other Intel Processor,0.0,512.0,0.0,0.0,Intel,Mac,112610.9
Toshiba,Notebook,8,1.82,0,0,152.98,Intel Core i7,500.0,0.0,0.0,0.0,Intel,Windows,87303.9
HP,Notebook,8,2.12,0,0,104.47,Other Intel Processor,500.0,0.0,0.0,0.0,Intel,Windows,48787.0
HP,Notebook,4,1.32,0,0,100.45,Intel Core i5,0.0,128.0,0.0,0.0,Intel,Windows,61862.75
Asus,Notebook,8,1.27,0,0,100.45,AMD Processor,0.0,128.0,0.0,0.0,Nvidia,Windows,88026.41
Asus,Notebook,16,1.41,0,1,165.63,Intel Core i7,1000.0,0.0,0.0,0.0,Nvidia,Others/No OS/Linux,130120.93
Google,Notebook,4,2.23,0,0,141.21,Intel Core i7,0.0,256.0,0.0,0.0,Nvidia,Windows,109807.98
Xiaomi,Ultrabook,8,1.41,0,1,188.28,AMD Processor,0.0,128.0,0.0,0.0,Nvidia,Windows,94447.13
HP,Notebook,8,2.37,0,1,141.21,Intel Core i3,1000.0,0.0,0.0,0.0,AMD,Windows,77829.84
Chuwi,Ultrabook,16,1.47,1,1,143.05,Other Intel Processor,0.0,128.0,0.0,0.0,Nvidia,Windows,128971.98
Lenovo,Gaming,8,3.95,1,1,260.39,Other Processor,500.0,0.0,0.0,0.0,Intel,Others/No OS/Linux,68883.51
Lenovo,Gaming,8,4.34,0,0,158.48,Intel Core i3,1000.0,256.0,0.0,0.0,Nvidia,Others/No OS/Linux,97037.46
Asus,Notebook,8,2.17,0,1,218.11,Intel Core i7,0.0,512.0,0.0,0.0,Intel,Windows,127564.15
Lenovo,Notebook,16,2.03,0,0,157.35,Intel Core i3,0.0,256.0,0.0,0.0,Intel,Windows,92509.31
Mediacom,Gaming,4,4.62,0,0,119.72,Intel Core i7,0.0,512.0,0.0,0.0,Nvidia,Windows,128236.23
HP,Netbook,4,1.31,0,0,156.23,Other Processor,1000.0,0.0,0.0,0.0,Nvidia,Windows,70796.24
Asus,Notebook,4,2.15,1,1,183.58,Other Intel Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,115184.88
MSI,Notebook,8,2.04,0,0,101.76,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,122083.94
Acer,Notebook,4,1.93,0,0,111.94,Other Intel Processor,0.0,256.0,0.0,0.0,Nvidia,Mac,88045.67
Acer,Notebook,8,2.51,0,1,201.26,AMD Processor,1000.0,128.0,0.0,0.0,Intel,Windows,83016.13
MSI,Workstation,4,3.54,0,0,137.68,AMD Processor,0.0,512.0,0.0,0.0,Intel,Others/No OS/Linux,89471.1
Asus,Ultrabook,4,1.06,0,0,165.63,Other Intel Processor,0.0,1000.0,0.0,0.0,Nvidia,Windows,150995.86
Asus,Ultrabook,8,0.95,0,0,218.11,Other Processor,0.0,1000.0,0.0,0.0,Intel,Mac,141142.11
Microsoft,Workstation,4,2.55,0,1,174.5,AMD Processor,1000.0,0.0,0.0,0.0,AMD,Windows,64780.72
Lenovo,Netbook,8,1.0,0,0,85.17,Other Intel Processor,32.0,0.0,0.0,0.0,Intel,Windows,53592.58
MSI,Notebook,4,2.19,0,1,141.21,Intel Core i7,500.0,0.0,0.0,0.0,Intel,Windows,70450.5
Dell,Gaming,4,4.05,0,0,100.45,Other Intel Processor,1000.0,128.0,0.0,0.0,Intel,Windows,42359.02
Lenovo,Ultrabook,32,1.08,0,0,141.21,Other Processor,1000.0,0.0,0.0,0.0,AMD,Mac,123851.08
Huawei,2 in 1 Convertible,4,1.54,0,1,176.23,AMD Processor,0.0,1000.0,0.0,0.0,Nvidia,Windows,158237.74
Lenovo,Netbook,4,1.26,0,0,138.68,Intel Core i3,500.0,0.0,0.0,0.0,Intel,Windows,46003.27
Asus,Notebook,12,1.88,0,1,146.86,Other Intel Processor,0.0,128.0,0.0,0.0,Nvidia,Windows,114845.91
Apple,Notebook,8,2.6,0,0,156.23,Other Processor,1000.0,0.0,0.0,0.0,Intel,Mac,51217.66
Asus,2 in 1 Convertible,8,1.64,1,1,157.35,Other Intel Processor,1000.0,0.0,0.0,0.0,Nvidia,Mac,95769.95
Asus,Ultrabook,32,1.28,0,0,125.37,AMD Processor,0.0,256.0,0.0,0.0,Intel,Others/No OS/Linux,141689.97
Lenovo,Notebook,4,2.21,0,0,183.58,Other Intel Processor,0.0,512.0,0.0,0.0,AMD,Windows,112136.85
Dell,Ultrabook,4,0.98,0,0,143.05,AMD Processor,1000.0,0.0,0.0,0.0,AMD,Windows,56164.01
Dell,Notebook,4,1.41,0,0,138.03,AMD Processor,1000.0,128.0,0.0,0.0,Nvidia,Windows,84850.75
Lenovo,Ultrabook,16,1.33,0,0,143.05,Other Intel Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,104684.8
Samsung,Notebook,8,2.52,0,1,194.95,Other Intel Processor,500.0,0.0,0.0,0.0,Intel,Windows,66851.41
Dell,Notebook,8,2.42,0,0,112.74,Other Processor,1000.0,128.0,0.0,0.0,Intel,Windows,62854.57
Asus,Ultrabook,16,1.14,0,0,129.58,Other Processor,1000.0,128.0,0.0,0.0,Intel,Windows,88829.48
Asus,Notebook,8,1.28,0,0,194.95,AMD Processor,0.0,128.0,0.0,0.0,Nvidia,Windows,84692.77
Asus,Gaming,16,3.37,0,0,120.55,AMD Processor,0.0,128.0,0.0,0.0,AMD,Windows,94746.35
Microsoft,Ultrabook,8,1.43,0,0,135.09,Intel Core i5,500.0,0.0,0.0,0.0,Nvidia,Windows,91411.69
Dell,Notebook,4,1.66,0,1,282.42,AMD Processor,1000.0,0.0,0.0,0.0,Nvidia,Windows,92118.03
Asus,Notebook,8,1.46,0,1,275.36,Intel Core i7,1000.0,256.0,0.0,0.0,Intel,Others/No OS/Linux,128297.51
Xiaomi,Notebook,8,1.76,0,0,163.18,Other Intel Processor,2000.0,0.0,0.0,0.0,Nvidia,Windows,83446.93
Acer,Netbook,6,1.31,0,0,127.41,Other Intel Processor,1000.0,512.0,0.0,0.0,Intel,Windows,89923.82
Acer,Ultrabook,16,1.17,1,0,179.1,Other Intel Processor,0.0,256.0,0.0,0.0,Nvidia,Others/No OS/Linux,140759.77
HP,Notebook,16,2.29,0,1,143.05,Intel Core i5,1000.0,0.0,0.0,0.0,Nvidia,Windows,111715.69
Acer,Ultrabook,6,1.13,1,0,129.58,AMD Processor,0.0,256.0,0.0,0.0,Intel,Windows,72149.02
Asus,Gaming,16,4.33,0,0,165.63,Intel Core i7,500.0,0.0,0.0,0.0,Intel,Mac,95810.47
Dell,Notebook,6,1.95,0,0,141.21,Intel Core i7,0.0,256.0,0.0,0.0,Intel,Windows,94678.87
Apple,2 in 1 Convertible,4,2.71,0,1,158.48,Other Intel Processor,0.0,256.0,0.0,0.0,Intel,Windows,71826.61
HP,Ultrabook,4,0.91,0,0,101.76,Intel Core i3,1000.0,0.0,0.0,0.0,Intel,Windows,36838.07
Acer,Workstation,6,2.22,0,0,131.13,Intel Core i5,0.0,512.0,0.0,0.0,Intel,Windows,96814.76
Dell,2 in 1 Convertible,8,2.07,0,0,194.95,Other Intel Processor,32.0,0.0,0.0,0.0,Intel,Windows,58351.23
Chuwi,Notebook,8,2.09,0,0,183.58,Other Intel Processor,1000.0,128.0,0.0,0.0,Intel,Windows,71793.49
Asus,2 in 1 Convertible,8,2.04,0,0,92.18,Intel Core i5,0.0,256.0,0.0,0.0,Intel,Mac,81630.82
Lenovo,Workstation,4,2.91,0,0,125.37,Other Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,89705.43
Acer,Notebook,8,1.38,0,0,176.23,Intel Core i5,1000.0,128.0,0.0,0.0,AMD,Windows,83127.54
HP,Notebook,4,1.22,0,0,158.48,Intel Core i7,0.0,512.0,0.0,0.0,Intel,Windows,114077.3
Asus,Notebook,64,2.5,0,0,101.76,Other Intel Processor,2000.0,128.0,0.0,0.0,Intel,Mac,205214.04
Dell,Notebook,8,2.06,0,0,129.58,Other Intel Processor,1000.0,0.0,0.0,0.0,AMD,Windows,72412.26
Acer,Ultrabook,12,1.31,0,0,127.41,AMD Processor,0.0,256.0,0.0,0.0,Intel,Windows,86680.19
Lenovo,Workstation,2,4.1,0,1,119.72,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Others/No OS/Linux,90253.01
HP,Notebook,64,1.65,0,0,117.83,Intel Core i5,500.0,0.0,0.0,0.0,AMD,Windows,215822.33
Google,Netbook,4,1.12,0,0,120.55,AMD Processor,0.0,128.0,0.0,0.0,Nvidia,Windows,85317.13
HP,Notebook,8,2.45,0,0,143.05,AMD Processor,0.0,512.0,0.0,0.0,Intel,Windows,98287.25
Vaio,Gaming,8,2.01,0,0,183.58,AMD Processor,1000.0,128.0,0.0,0.0,Intel,Windows,71770.02
MSI,Notebook,8,1.76,0,0,189.91,Intel Core i5,1000.0,256.0,0.0,0.0,AMD,Windows,114871.37
Lenovo,Gaming,16,2.1,0,0,131.13,Intel Core i7,500.0,0.0,0.0,0.0,Nvidia,Windows,124080.79
Acer,Notebook,24,1.97,0,1,214.1,Other Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,156070.72
Dell,2 in 1 Convertible,8,2.38,0,0,130.2,Other Intel Processor,0.0,0.0,0.0,64.0,Nvidia,Windows,71862.48
HP,Ultrabook,16,1.25,0,0,120.55,Other Intel Processor,0.0,512.0,0.0,0.0,Nvidia,Others/No OS/Linux,132734.46
Dell,Workstation,2,2.71,0,0,141.21,AMD Processor,0.0,128.0,0.0,0.0,Intel,Others/No OS/Linux,50938.78
Acer,Ultrabook,6,1.18,0,0,117.83,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Others/No OS/Linux,94167.21
Acer,Gaming,16,2.61,0,0,158.48,Intel Core i3,1000.0,0.0,0.0,0.0,Intel,Windows,75336.99
Microsoft,Notebook,8,2.4,0,1,254.67,Other Intel Processor,500.0,0.0,0.0,0.0,Intel,Windows,73865.31
Asus,Notebook,4,1.92,0,0,183.58,Other Intel Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,84052.73
Xiaomi,Notebook,16,1.81,0,0,146.86,Other Processor,0.0,512.0,0.0,0.0,Nvidia,Mac,145250.21
Xiaomi,Netbook,32,1.22,0,0,97.94,Intel Core i3,0.0,1000.0,0.0,0.0,Nvidia,Windows,209827.76
LG,2 in 1 Convertible,8,2.7,0,0,119.72,Other Processor,0.0,512.0,0.0,0.0,Intel,Windows,92068.86
Chuwi,2 in 1 Convertible,16,1.5,0,0,90.58,Intel Core i5,1000.0,128.0,0.0,0.0,AMD,Others/No OS/Linux,97584.77
Asus,Gaming,4,4.17,0,1,146.86,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,90994.7
Dell,Gaming,16,3.34,0,0,90.58,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,131421.52
Xiaomi,Notebook,8,2.79,0,0,162.46,AMD Processor,0.0,0.0,0.0,64.0,Intel,Mac,54316.97
Acer,Ultrabook,6,1.03,0,1,165.63,AMD Processor,500.0,0.0,0.0,0.0,Intel,Others/No OS/Linux,52569.92
Xiaomi,Gaming,8,2.58,0,1,253.21,Intel Core i5,0.0,256.0,0.0,0.0,Intel,Others/No OS/Linux,101646.93
Asus,Notebook,8,1.81,0,0,176.23,Other Intel Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,82534.56
HP,Notebook,8,2.67,0,0,120.55,Other Processor,1000.0,128.0,0.0,0.0,AMD,Windows,59388.76
Lenovo,2 in 1 Convertible,12,1.34,0,0,138.68,Intel Core i3,0.0,512.0,0.0,0.0,Nvidia,Mac,141526.46
HP,Notebook,16,2.33,0,0,155.16,Intel Core i5,500.0,0.0,0.0,0.0,Intel,Windows,92733.05
Asus,Notebook,4,1.44,0,0,194.95,AMD Processor,0.0,256.0,0.0,0.0,Intel,Windows,70552.5
Lenovo,Workstation,4,4.08,1,0,158.48,Other Intel Processor,500.0,0.0,0.0,0.0,AMD,Windows,61031.7
Acer,Ultrabook,8,1.5,0,0,127.68,AMD Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,73963.33
Lenovo,Notebook,24,2.77,1,1,156.23,Other Intel Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,139456.21
Toshiba,Notebook,8,1.8,0,0,116.08,Intel Core i7,1000.0,0.0,0.0,0.0,Nvidia,Windows,108616.04
Asus,Notebook,4,2.39,0,0,130.2,Other Intel Processor,0.0,512.0,0.0,0.0,Intel,Windows,84977.47
Asus,Workstation,8,2.84,1,0,189.91,Other Intel Processor,0.0,512.0,0.0,0.0,Intel,Windows,111026.85
Acer,2 in 1 Convertible,8,2.51,0,0,116.08,Other Intel Processor,1000.0,256.0,0.0,0.0,AMD,Windows,84776.03
Samsung,Gaming,8,4.55,0,0,130.59,Intel Core i3,0.0,256.0,0.0,0.0,AMD,Windows,74917.17
MSI,Notebook,16,1.64,0,0,183.58,Intel Core i3,1000.0,0.0,0.0,0.0,Intel,Windows,80330.48
Microsoft,Notebook,4,2.47,0,0,127.41,Other Intel Processor,0.0,512.0,0.0,0.0,Intel,Others/No OS/Linux,84438.84
MSI,Notebook,4,1.44,0,0,112.74,AMD Processor,0.0,1000.0,0.0,0.0,Nvidia,Windows,144816.06
HP,2 in 1 Convertible,4,2.5,1,0,218.11,Intel Core i3,500.0,0.0,0.0,0.0,Nvidia,Windows,83579.93
Acer,Ultrabook,8,1.11,1,0,158.48,Intel Core i7,1000.0,0.0,0.0,0.0,Intel,Windows,84450.6
Lenovo,Ultrabook,6,1.56,0,0,155.16,Other Intel Processor,0.0,512.0,0.0,0.0,Intel,Others/No OS/Linux,92614.81
Apple,Gaming,4,3.97,1,1,143.05,Other Intel Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,97937.29
Xiaomi,Gaming,8,3.4,0,0,194.95,Other Processor,500.0,0.0,0.0,0.0,Intel,Mac,55690.97
Apple,Notebook,4,1.67,0,0,119.72,Intel Core i3,0.0,256.0,0.0,0.0,Nvidia,Windows,84591.32
Asus,Gaming,6,2.1,0,1,141.21,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Mac,113382.28
Dell,Ultrabook,4,0.93,0,0,156.23,Other Intel Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,98186.68
Vaio,Notebook,4,1.32,0,0,111.94,Intel Core i7,0.0,128.0,0.0,0.0,Intel,Others/No OS/Linux,61824.57
Toshiba,Notebook,8,2.7,0,0,138.68,AMD Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,85709.55
MSI,Notebook,4,2.59,0,0,106.11,AMD Processor,0.0,256.0,0.0,0.0,Intel,Windows,67554.95
HP,Notebook,8,2.79,0,0,183.58,Other Intel Processor,0.0,128.0,0.0,0.0,Intel,Windows,67968.7
Dell,Notebook,8,1.25,1,0,179.1,Other Processor,0.0,256.0,0.0,0.0,AMD,Windows,82706.31
HP,Notebook,4,2.0,0,0,100.45,Other Intel Processor,0.0,128.0,0.0,0.0,Nvidia,Windows,73487.45
Asus,Notebook,4,1.27,0,0,135.09,Other Intel Processor,0.0,128.0,0.0,0.0,AMD,Windows,64859.88
HP,Notebook,6,1.51,0,0,101.76,AMD Processor,1000.0,0.0,0.0,0.0,Intel,Windows,42648.21
Dell,Netbook,4,1.29,0,0,130.2,Other Processor,0.0,0.0,0.0,64.0,Nvidia,Windows,66757.91
HP,Notebook,16,1.34,0,0,97.94,Intel Core i7,0.0,512.0,0.0,0.0,Intel,Mac,139023.78
Dell,Workstation,32,4.17,0,0,146.86,AMD Processor,1000.0,0.0,0.0,0.0,Intel,Mac,118777.84
Dell,Notebook,8,2.18,1,1,169.45,AMD Processor,0.0,256.0,0.0,0.0,AMD,Windows,93011.18
Dell,Notebook,24,1.36,0,1,218.11,Intel Core i5,1000.0,128.0,0.0,0.0,Nvidia,Windows,148065.2
Asus,Notebook,4,1.63,0,0,135.09,Intel Core i7,0.0,512.0,0.0,0.0,Nvidia,Windows,128905.71
Vaio,Ultrabook,8,1.41,0,0,112.74,Other Intel Processor,0.0,1000.0,0.0,0.0,Nvidia,Windows,156051.52
Lenovo,Gaming,4,3.26,0,0,218.11,Other Intel Processor,0.0,128.0,0.0,0.0,Nvidia,Others/No OS/Linux,90634.2
Lenovo,Notebook,16,2.02,0,1,146.86,Other Intel Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,142886.62
Asus,Ultrabook,4,1.15,0,1,141.21,Other Processor,1000.0,0.0,0.0,0.0,Nvidia,Others/No OS/Linux,79352.7
Apple,Notebook,8,2.03,0,0,130.59,Other Processor,0.0,0.0,0.0,32.0,Nvidia,Windows,88316.57
Huawei,Workstation,4,3.12,0,0,143.05,Intel Core i3,1000.0,0.0,0.0,0.0,Nvidia,Mac,75123.51
HP,Notebook,16,1.82,0,0,143.05,Intel Core i7,1000.0,0.0,0.0,0.0,Intel,Windows,97105.56
HP,Gaming,8,2.52,0,0,158.48,Other Intel Processor,0.0,512.0,0.0,0.0,Intel,Windows,96541.85
Acer,Notebook,4,2.54,0,0,146.86,AMD Processor,0.0,256.0,0.0,0.0,AMD,Windows,73779.83
Xiaomi,Gaming,8,2.01,0,0,146.86,Other Intel Processor,1000.0,128.0,0.0,0.0,Nvidia,Windows,98756.4
Chuwi,Notebook,12,1.67,0,0,146.86,Other Intel Processor,1000.0,512.0,0.0,0.0,Intel,Windows,105776.63
HP,2 in 1 Convertible,4,2.41,0,0,106.13,Other Processor,0.0,128.0,0.0,0.0,AMD,Windows,60791.71
Lenovo,Notebook,4,1.92,0,0,117.83,AMD Processor,500.0,0.0,0.0,0.0,Intel,Windows,43475.59
Apple,Ultrabook,16,0.91,0,1,163.18,Other Processor,1000.0,0.0,0.0,0.0,AMD,Others/No OS/Linux,92162.68
Mediacom,Notebook,24,2.59,1,1,233.74,Other Processor,1000.0,128.0,0.0,0.0,Nvidia,Windows,144836.47
HP,Notebook,8,2.23,0,0,92.18,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Mac,116406.47
HP,Notebook,16,1.48,1,0,146.86,Other Intel Processor,0.0,0.0,0.0,64.0,Intel,Windows,80838.18
Lenovo,Ultrabook,4,1.47,0,0,117.83,Other Intel Processor,1000.0,128.0,0.0,0.0,Nvidia,Windows,82410.8
HP,2 in 1 Convertible,16,2.46,0,0,112.74,Intel Core i7,1000.0,0.0,0.0,0.0,Nvidia,Windows,115400.8
Lenovo,Notebook,32,1.8,0,0,146.86,AMD Processor,0.0,128.0,0.0,0.0,Nvidia,Windows,157167.31
Acer,Workstation,4,2.45,0,1,163.18,Other Intel Processor,0.0,512.0,0.0,0.0,Intel,Windows,87707.73
Vaio,Ultrabook,8,1.11,0,1,156.23,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,115677.8
Asus,Ultrabook,6,1.58,0,0,163.18,AMD Processor,1000.0,0.0,0.0,0.0,Nvidia,Others/No OS/Linux,71263.42
Lenovo,2 in 1 Convertible,8,1.44,0,0,127.41,Other Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,101503.05
Xiaomi,Gaming,32,4.22,0,0,104.47,Other Intel Processor,0.0,256.0,0.0,0.0,AMD,Windows,141173.55
Google,2 in 1 Convertible,8,2.73,0,0,165.63,AMD Processor,1000.0,0.0,0.0,0.0,AMD,Windows,65167.81
HP,Notebook,32,1.59,0,0,158.25,Other Intel Processor,0.0,256.0,0.0,0.0,Nvidia,Others/No OS/Linux,165001.97
HP,Ultrabook,16,1.47,1,1,158.48,Intel Core i3,500.0,0.0,0.0,0.0,Nvidia,Windows,118945.19
HP,Gaming,4,2.65,0,0,127.34,AMD Processor,0.0,128.0,0.0,0.0,AMD,Windows,51786.71
Acer,2 in 1 Convertible,12,2.62,0,1,259.17,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,130474.12
Asus,Notebook,4,1.95,0,0,179.1,Other Intel Processor,0.0,256.0,0.0,0.0,Nvidia,Others/No OS/Linux,82555.65
Huawei,Ultrabook,8,1.3,0,0,157.35,Other Intel Processor,0.0,256.0,0.0,0.0,Intel,Windows,73233.68
Acer,Notebook,4,1.68,0,0,129.58,Other Processor,0.0,256.0,0.0,0.0,Nvidia,Others/No OS/Linux,97495.43
Google,Notebook,4,2.19,0,1,165.63,Other Intel Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,74776.69
HP,Workstation,8,4.08,0,0,138.03,AMD Processor,0.0,128.0,0.0,0.0,Intel,Windows,56854.2
HP,Notebook,8,2.66,0,0,130.59,Intel Core i5,0.0,0.0,0.0,32.0,Intel,Windows,62021.11
Lenovo,Notebook,32,2.22,0,1,127.34,Other Intel Processor,0.0,512.0,0.0,0.0,Intel,Mac,168360.33
Xiaomi,2 in 1 Convertible,16,1.25,0,0,163.18,Other Processor,0.0,512.0,0.0,0.0,Nvidia,Others/No OS/Linux,135133.19
Dell,Notebook,4,2.16,0,0,130.2,Intel Core i3,0.0,256.0,0.0,0.0,Intel,Windows,58687.45
Apple,Ultrabook,24,1.34,1,1,235.35,Other Intel Processor,0.0,256.0,0.0,0.0,AMD,Windows,153869.16
HP,Notebook,8,2.69,0,0,111.14,Intel Core i5,500.0,0.0,0.0,0.0,Nvidia,Windows,95935.31
Dell,Ultrabook,6,1.27,0,0,85.17,Other Intel Processor,1000.0,128.0,0.0,0.0,Nvidia,Windows,80673.24
Lenovo,Notebook,4,2.24,0,0,194.95,Other Intel Processor,1000.0,0.0,0.0,0.0,Nvidia,Windows,71958.74
Asus,Ultrabook,8,0.95,0,0,156.23,AMD Processor,0.0,256.0,0.0,0.0,Intel,Others/No OS/Linux,88756.82
Asus,Notebook,6,1.8,0,0,179.1,Other Intel Processor,0.0,128.0,0.0,0.0,Intel,Windows,72904.21
Acer,Notebook,8,2.12,0,1,163.18,Intel Core i3,0.0,128.0,0.0,0.0,Nvidia,Windows,100096.33
MSI,Notebook,8,1.25,1,1,158.48,AMD Processor,0.0,128.0,0.0,0.0,Intel,Windows,72945.59
Huawei,Notebook,8,1.49,0,1,220.84,Other Intel Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,94765.65
Acer,Workstation,8,3.23,0,0,141.21,AMD Processor,0.0,0.0,1000.0,0.0,Nvidia,Windows,77913.4
Dell,Workstation,16,3.64,1,0,189.91,Other Intel Processor,0.0,256.0,0.0,0.0,AMD,Windows,116283.46
MSI,2 in 1 Convertible,32,1.61,0,0,156.23,Other Processor,0.0,512.0,0.0,0.0,Intel,Windows,165352.61
Acer,Gaming,8,4.68,0,0,119.72,AMD Processor,1000.0,128.0,0.0,0.0,Nvidia,Mac,91323.49
Huawei,Ultrabook,8,1.51,0,0,104.47,AMD Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,71639.52
Lenovo,Ultrabook,8,1.36,0,1,189.91,Intel Core i5,1000.0,256.0,0.0,0.0,Nvidia,Windows,129791.68
HP,Ultrabook,6,1.0,0,0,156.23,AMD Processor,0.0,128.0,0.0,0.0,Intel,Windows,64553.26
Asus,Gaming,8,2.83,0,0,116.08,Other Processor,0.0,0.0,0.0,32.0,Nvidia,Windows,79534.93
HP,Notebook,4,1.59,0,0,127.34,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Others/No OS/Linux,116983.5
Lenovo,Notebook,4,1.8,0,0,189.91,AMD Processor,0.0,512.0,0.0,0.0,AMD,Windows,96391.3
Acer,Notebook,24,1.37,0,0,146.86,Intel Core i3,0.0,512.0,0.0,0.0,Intel,Windows,137034.07
Acer,Notebook,16,1.45,0,0,85.17,Intel Core i5,1000.0,128.0,0.0,0.0,Nvidia,Windows,113353.13
Asus,Ultrabook,4,1.19,0,1,298.9,Intel Core i7,0.0,512.0,0.0,0.0,Intel,Others/No OS/Linux,121798.7
Dell,Gaming,8,4.28,1,1,324.91,Other Intel Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,130922.75
Asus,Ultrabook,8,1.44,0,1,254.67,Intel Core i7,0.0,256.0,0.0,0.0,Nvidia,Windows,151158.18
Dell,Netbook,24,1.32,0,0,156.23,Other Processor,0.0,128.0,0.0,0.0,Intel,Windows,98467.21
HP,Ultrabook,2,1.11,0,0,155.16,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,87827.8
Dell,Ultrabook,8,1.46,1,1,119.72,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,110589.11
Lenovo,Notebook,8,1.85,0,0,176.23,Intel Core i5,0.0,512.0,0.0,0.0,Intel,Windows,110872.99
Asus,Notebook,8,1.29,0,0,165.63,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,123979.96
Apple,Gaming,12,3.12,0,0,146.86,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Others/No OS/Linux,123967.12
Dell,Ultrabook,6,1.29,0,0,165.63,Other Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,120709.53
Chuwi,Ultrabook,8,1.24,1,0,143.05,Intel Core i7,500.0,0.0,0.0,0.0,AMD,Windows,88142.18
Dell,Workstation,32,3.72,0,1,127.34,Intel Core i3,0.0,256.0,0.0,0.0,Nvidia,Windows,150091.19
Microsoft,Ultrabook,16,0.97,0,1,188.28,Intel Core i7,500.0,0.0,0.0,0.0,Nvidia,Mac,137596.56
Dell,Gaming,6,2.91,0,1,159.63,Other Intel Processor,32.0,0.0,0.0,0.0,Intel,Windows,60101.53
Acer,Ultrabook,16,1.37,0,0,146.86,Other Intel Processor,1000.0,128.0,0.0,0.0,AMD,Others/No OS/Linux,98751.5
Samsung,Netbook,4,1.26,0,0,189.91,Other Intel Processor,32.0,0.0,0.0,0.0,Intel,Windows,52738.57
MSI,Notebook,16,2.45,0,0,218.11,Intel Core i7,0.0,128.0,0.0,0.0,Intel,Windows,119334.79
Mediacom,Gaming,16,3.72,1,1,163.18,AMD Processor,1000.0,256.0,0.0,0.0,AMD,Windows,118463.3
Dell,Ultrabook,4,0.99,0,0,130.2,AMD Processor,0.0,256.0,0.0,0.0,Intel,Windows,69634.09
HP,Notebook,24,1.89,0,0,146.86,Intel Core i3,0.0,256.0,0.0,0.0,Intel,Windows,114725.79
Toshiba,Gaming,8,2.55,0,0,155.16,Other Processor,0.0,256.0,0.0,0.0,Intel,Windows,83109.12
Samsung,Notebook,8,2.25,0,0,92.29,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Others/No OS/Linux,116388.73
Dell,2 in 1 Convertible,8,2.07,0,1,183.58,Intel Core i5,0.0,128.0,0.0,0.0,Nvidia,Windows,110169.86
Dell,Workstation,4,2.43,0,1,189.91,Other Intel Processor,0.0,128.0,0.0,0.0,Intel,Others/No OS/Linux,58248.89
Asus,2 in 1 Convertible,4,2.1,1,1,169.46,Intel Core i7,0.0,512.0,0.0,0.0,Intel,Windows,119629.98
Lenovo,2 in 1 Convertible,16,1.95,0,0,85.17,Other Processor,0.0,0.0,0.0,32.0,AMD,Windows,74110.63
Acer,Notebook,32,1.97,0,0,141.21,Other Intel Processor,0.0,256.0,0.0,0.0,Intel,Others/No OS/Linux,132263.79
Asus,Notebook,6,1.67,0,1,183.58,AMD Processor,1000.0,256.0,0.0,0.0,AMD,Windows,87762.72
HP,Ultrabook,4,1.27,1,0,179.1,Other Processor,0.0,1000.0,0.0,0.0,Nvidia,Windows,154890.83
Lenovo,Notebook,4,2.67,0,0,100.45,Intel Core i7,1000.0,0.0,0.0,0.0,Intel,Mac,72007.86
